Year Purchased,Manufacturer,Model,Number, Unit Price , Total Price ,Authority,Request data,Notes,Order of entry,76,76
2008/09 ,Ablenet,LITTLEmack,4, £84.00 , £336.00 ,Forth Valley NHS Board,http://www.whatdotheyknow.com/request/aac_provision_6/new,,167,,
2008/09 ,Ablenet,BIG step-by-step,3, £135.00 , £405.00 ,Forth Valley NHS Board,http://www.whatdotheyknow.com/request/aac_provision_6/new,,168,,
2008/09 ,Ablenet,LITTLE Step-by-Step,5, £125.00 , £625.00 ,Forth Valley NHS Board,http://www.whatdotheyknow.com/request/aac_provision_6/new,,169,,
2008/09 ,Ablenet,iTalk2 Communication Aid,3, £95.00 , £285.00 ,Forth Valley NHS Board,http://www.whatdotheyknow.com/request/aac_provision_6/new,,170,,
2008/09 ,#N/A,Buddy button,4,#N/A,#N/A,Forth Valley NHS Board,http://www.whatdotheyknow.com/request/aac_provision_6/new,,171,,
2008/09 ,Inclusive,Big Red Twist,2, £30.00 , £60.00 ,Forth Valley NHS Board,http://www.whatdotheyknow.com/request/aac_provision_6/new,,172,,
2008/09 ,Inclusive,Jelly Bean twist,4, £30.00 , £120.00 ,Forth Valley NHS Board,http://www.whatdotheyknow.com/request/aac_provision_6/new,,173,,
2008/09 ,#N/A,Specs switch,2,#N/A,#N/A,Forth Valley NHS Board,http://www.whatdotheyknow.com/request/aac_provision_6/new,,174,,
2008/09 ,Tash,Pillow Switch,1, £65.00 , £65.00 ,Forth Valley NHS Board,http://www.whatdotheyknow.com/request/aac_provision_6/new,,175,,
2008/09 ,Ablenet,Switch Latch timer,3, £75.00 , £225.00 ,Forth Valley NHS Board,http://www.whatdotheyknow.com/request/aac_provision_6/new,,176,,
2008/09 ,Ablenet,PowerLink2,1, £-   , £-   ,Forth Valley NHS Board,http://www.whatdotheyknow.com/request/aac_provision_6/new,,177,,
2008/09 ,#N/A,Large Palpad,5,#N/A,#N/A,Forth Valley NHS Board,http://www.whatdotheyknow.com/request/aac_provision_6/new,,178,,
2008/09 ,#N/A,Mini Palpad,3,#N/A,#N/A,Forth Valley NHS Board,http://www.whatdotheyknow.com/request/aac_provision_6/new,,179,,
2008/09 ,#N/A,Small Palpad,3,#N/A,#N/A,Forth Valley NHS Board,http://www.whatdotheyknow.com/request/aac_provision_6/new,,180,,
2008/09 ,#N/A,Pneumatic switch,1,#N/A,#N/A,Forth Valley NHS Board,http://www.whatdotheyknow.com/request/aac_provision_6/new,,181,,
2008/09 ,#N/A,Big Buddy,2,#N/A,#N/A,Forth Valley NHS Board,http://www.whatdotheyknow.com/request/aac_provision_6/new,,182,,
2008/09 ,Dynavox,Dynamo,1," £1,690.00 "," £1,690.00 ",Forth Valley NHS Board,http://www.whatdotheyknow.com/request/aac_provision_6/new,,183,,
2008/09 ,Liberator,Springboard Lite ,3," £1,794.00 "," £5,382.00 ",Forth Valley NHS Board,http://www.whatdotheyknow.com/request/aac_provision_6/new,,184,,
2008/09 ,#N/A,Powerball switch adapted toy,1,#N/A,#N/A,Forth Valley NHS Board,http://www.whatdotheyknow.com/request/aac_provision_6/new,,185,,
2008/09 ,#N/A,Firefly switch adapted toy,1,#N/A,#N/A,Forth Valley NHS Board,http://www.whatdotheyknow.com/request/aac_provision_6/new,,186,,
2009/10 ,Toby Churchill,SL40 Lightwriter,1," £3,300.00 "," £3,300.00 ",Forth Valley NHS Board,http://www.whatdotheyknow.com/request/aac_provision_6/new,,187,,
2009/10 ,Augmentative Communication Inc.,Talking Photo Album,4, £18.91 , £75.64 ,Forth Valley NHS Board,http://www.whatdotheyknow.com/request/aac_provision_6/new,,188,,
2009/10 ,Liberator,Springboard Lite ,3," £1,794.00 "," £5,382.00 ",Forth Valley NHS Board,http://www.whatdotheyknow.com/request/aac_provision_6/new,,189,,
2009/10 ,#N/A,Pingpong switch,1,#N/A,#N/A,Forth Valley NHS Board,http://www.whatdotheyknow.com/request/aac_provision_6/new,,190,,
2009/10 ,Sensory Software International,Joycable2,5, £49.00 , £245.00 ,Forth Valley NHS Board,http://www.whatdotheyknow.com/request/aac_provision_6/new,,191,,
2009/10 ,#N/A,Warranty for Pathfinder,1,#N/A,#N/A,Forth Valley NHS Board,http://www.whatdotheyknow.com/request/aac_provision_6/new,,192,,
2009/10 ,Ablenet,PowerLink2,2, £-   , £-   ,Forth Valley NHS Board,http://www.whatdotheyknow.com/request/aac_provision_6/new,,193,,
2009/10 ,Ablenet,Step--by-Step (Unknown),1, £125.00 , £125.00 ,Forth Valley NHS Board,http://www.whatdotheyknow.com/request/aac_provision_6/new,,194,,
2009/10 ,Ablenet,Big Mack,1, £84.00 , £84.00 ,Forth Valley NHS Board,http://www.whatdotheyknow.com/request/aac_provision_6/new,,195,,
2009/10 ,?,Switch adapted toy,1,#N/A,#N/A,Forth Valley NHS Board,http://www.whatdotheyknow.com/request/aac_provision_6/new,,196,,
2009/10 ,#N/A,Mount for Vantage,1,#N/A,#N/A,Forth Valley NHS Board,http://www.whatdotheyknow.com/request/aac_provision_6/new,,197,,
2009/10 ,Sensory Software International,Joycable2,1, £49.00 , £49.00 ,Forth Valley NHS Board,http://www.whatdotheyknow.com/request/aac_provision_6/new,,198,,
2010/11,?,Portable Induction loop units,50,#N/A,#N/A,Forth Valley NHS Board,http://www.whatdotheyknow.com/request/aac_provision_6/new,,199,,
2010/11,#N/A,Counter Amplifiers,100,#N/A,#N/A,Forth Valley NHS Board,http://www.whatdotheyknow.com/request/aac_provision_6/new,,200,,
2010/11,#N/A,Fixed loop systems,7,#N/A,#N/A,Forth Valley NHS Board,http://www.whatdotheyknow.com/request/aac_provision_6/new,,201,,
2010/11,#N/A,Infra Red Systesm,30,#N/A,#N/A,Forth Valley NHS Board,http://www.whatdotheyknow.com/request/aac_provision_6/new,,202,,
2010/11,#N/A,Doubel infra red system,1,#N/A,#N/A,Forth Valley NHS Board,http://www.whatdotheyknow.com/request/aac_provision_6/new,,203,,
2010/11 ,Apple,iPod,6, £249.00 ," £1,494.00 ",Forth Valley NHS Board,http://www.whatdotheyknow.com/request/aac_provision_6/new,,204,,
2010/11 ,AssistiveWare,Proloquo2go,6, £129.99 , £779.94 ,Forth Valley NHS Board,http://www.whatdotheyknow.com/request/aac_provision_6/new,,204.1,,
2010/11 ,Apple,iPhone,1, £529.00 , £529.00 ,Forth Valley NHS Board,http://www.whatdotheyknow.com/request/aac_provision_6/new,,205,,
2010/11 ,AssistiveWare,proloquo2go,1, £129.99 , £129.99 ,Forth Valley NHS Board,http://www.whatdotheyknow.com/request/aac_provision_6/new,,205.1,,
2010/11 ,Apple,iPad,2, £329.00 , £658.00 ,Forth Valley NHS Board,http://www.whatdotheyknow.com/request/aac_provision_6/new,"This was ""i-pads with predictable and proloquo2go "" - we assume that each iPad had only one of each…",206,,
2010/11 ,#N/A,"""predictable or proloquo2go""",2,#N/A,#N/A,Forth Valley NHS Board,http://www.whatdotheyknow.com/request/aac_provision_6/new,"This was ""i-pads with predictable and proloquo2go "" - we assume that each iPad had only one of each…",206.1,,
2010/11 ,Sensory Software International,The Grid 2 - five user licence,1, £790.00 , £790.00 ,Forth Valley NHS Board,http://www.whatdotheyknow.com/request/aac_provision_6/new,,207,,
2010/11 ,#N/A,kensington orbital trackball,2,#N/A,#N/A,Forth Valley NHS Board,http://www.whatdotheyknow.com/request/aac_provision_6/new,,208,,
2010/11 ,#N/A,Marble mouse,1,#N/A,#N/A,Forth Valley NHS Board,http://www.whatdotheyknow.com/request/aac_provision_6/new,,209,,
2010/11 ,Sensory Software International,Joycable2,2, £49.00 , £98.00 ,Forth Valley NHS Board,http://www.whatdotheyknow.com/request/aac_provision_6/new,,210,,
2010/11 ,Ablenet,PowerLink 4,1, £149.35 , £149.35 ,Forth Valley NHS Board,http://www.whatdotheyknow.com/request/aac_provision_6/new,,211,,
2010/11 ,#N/A,Blue tooth switch,1,#N/A,#N/A,Forth Valley NHS Board,http://www.whatdotheyknow.com/request/aac_provision_6/new,,212,,
2010/11 ,SMARTBOX ASSISTIVE TECHNOLOGY LTD                                ,FuturePad XP 8Gb ,1," £2,915.00 "," £2,915.00 ",Forth Valley NHS Board,http://www.whatdotheyknow.com/request/aac_provision_6/new,,213,,
2010/11 ,?,Switches,4,#N/A,#N/A,Forth Valley NHS Board,http://www.whatdotheyknow.com/request/aac_provision_6/new,,214,,
2010/11 ,#N/A,Optical joystick mouse,1,#N/A,#N/A,Forth Valley NHS Board,http://www.whatdotheyknow.com/request/aac_provision_6/new,,215,,
2010/11 ,#N/A,Air o2bic mouse,1,#N/A,#N/A,Forth Valley NHS Board,http://www.whatdotheyknow.com/request/aac_provision_6/new,,216,,
2010/11 ,Inclusive,Pal Pad switch,1, £25.00 , £25.00 ,Forth Valley NHS Board,http://www.whatdotheyknow.com/request/aac_provision_6/new,,217,,
2010/11 ,Orgin Instruments,HeadMouse Exteme,1, £648.92 , £648.92 ,Forth Valley NHS Board,http://www.whatdotheyknow.com/request/aac_provision_6/new,,218,,
2010/11 ,#N/A,Warranty for pathfinder,1,#N/A,#N/A,Forth Valley NHS Board,http://www.whatdotheyknow.com/request/aac_provision_6/new,,219,,
2010/11 ,Inclusive,Jelly Bean twist,1, £30.00 , £30.00 ,Forth Valley NHS Board,http://www.whatdotheyknow.com/request/aac_provision_6/new,,220,,
2010/11 ,?,Proloquo2go,1, £129.99 , £129.99 ,Forth Valley NHS Board,http://www.whatdotheyknow.com/request/aac_provision_6/new,,221,,
2010/11 ,Augmentative Communication Inc.,Talking Photo Album,10, £18.91 , £189.10 ,Forth Valley NHS Board,http://www.whatdotheyknow.com/request/aac_provision_6/new,,222,,
2010/11 ,Ablenet,Big Mack,6, £84.00 , £504.00 ,Forth Valley NHS Board,http://www.whatdotheyknow.com/request/aac_provision_6/new,,223,,
2010/11 ,Ablenet,LITTLEmack,4, £84.00 , £336.00 ,Forth Valley NHS Board,http://www.whatdotheyknow.com/request/aac_provision_6/new,,224,,
2008,Inclusive,Listen to Me,1, £59.00 , £59.00 ,NHS ORKNEY,http://www.whatdotheyknow.com/request/aac_provision_12/new,,225,,
2009,Dynavox,Boardmaker,1, £209.00 , £209.00 ,NHS Shetland,http://www.whatdotheyknow.com/request/aac_provision_13/new,,226," £1,297.35 ",
2010,Apple,iPod,1, £249.00 ,250    ,NHS Shetland,http://www.whatdotheyknow.com/request/aac_provision_13/new,,227,,
2010,AssistiveWare,Proloquo2go,1, £129.99 , £250.00 ,NHS Shetland,http://www.whatdotheyknow.com/request/aac_provision_13/new,,227.1,split the price evenly - probably want to revisit this one…,
2008,Intellikeys,USB alphabet keyguard,1, £39.00 , £39.00 ,NHS Western Isles,http://www.whatdotheyknow.com/request/aac_provision_14/new,,228,,
2009,Talking Mats,Talking Mats,2, £66.00 , £132.00 ,NHS Western Isles,http://www.whatdotheyknow.com/request/aac_provision_14/new,,229,,
2009,Ablenet,PowerLink 4,1, £149.35 , £149.35 ,NHS Western Isles,http://www.whatdotheyknow.com/request/aac_provision_14/new,,230,,
2008,Dynavox,Boardmaker,1, £209.00 , £209.00 ,NHS Western Isles,http://www.whatdotheyknow.com/request/aac_provision_14/new,,231,,
2006,Toby Churchill,SL35 Lightwriter,1," £2,930.00 "," £2,930.00 ",Ayrshire and Arran NHS Board,http://www.whatdotheyknow.com/request/aac_provision_2/new,,232,,
2006,Servox,Digital Electronic Larynx,2, £520.00 ," £1,040.00 ",Ayrshire and Arran NHS Board,http://www.whatdotheyknow.com/request/aac_provision_2/new,,233,,
2006,Dynavox,MightyMo,1," £2,395.00 "," £2,395.00 ",Ayrshire and Arran NHS Board,http://www.whatdotheyknow.com/request/aac_provision_2/new,,234,,
2006,AMDi,Tech/Speak 32 - 32 x 6 Levels,2, £595.00 ," £1,190.00 ",Ayrshire and Arran NHS Board,http://www.whatdotheyknow.com/request/aac_provision_2/new,,235,,
2006,AMDi,Tech/Scan 32 plus ECU,1," £1,660.00 "," £1,660.00 ",Ayrshire and Arran NHS Board,http://www.whatdotheyknow.com/request/aac_provision_2/new,,236,,
2006,Ablenet,iTalk2 Communication Aid,2, £95.00 , £190.00 ,Ayrshire and Arran NHS Board,http://www.whatdotheyknow.com/request/aac_provision_2/new,,237,,
2006,AMDi,Tech/Scan 8 plus ECU,1," £1,525.00 "," £1,525.00 ",Ayrshire and Arran NHS Board,http://www.whatdotheyknow.com/request/aac_provision_2/new,,238,,
2006,#N/A,Chaiyo Amplifier,1,#N/A,#N/A,Ayrshire and Arran NHS Board,http://www.whatdotheyknow.com/request/aac_provision_2/new,,239,,
2006,Toby Churchill,SL35 Lightwriter,2," £2,930.00 "," £5,860.00 ",Ayrshire and Arran NHS Board,http://www.whatdotheyknow.com/request/aac_provision_2/new,,240,,
2006,Attainment Company Inc,Go Talk Pocket,1, £135.00 , £135.00 ,Ayrshire and Arran NHS Board,http://www.whatdotheyknow.com/request/aac_provision_2/new,,241,,
2006,AMDi,Tech/Speak 32 - 32 x 12 Levels,1, £819.00 , £819.00 ,Ayrshire and Arran NHS Board,http://www.whatdotheyknow.com/request/aac_provision_2/new,,242,,
2006,AMDi,Tech/Speak 32 - 32 x 6 Levels,1, £595.00 , £595.00 ,Ayrshire and Arran NHS Board,http://www.whatdotheyknow.com/request/aac_provision_2/new,,243,,
2007,Liberator,Springboard Lite ,1," £1,794.00 "," £1,794.00 ",Ayrshire and Arran NHS Board,http://www.whatdotheyknow.com/request/aac_provision_2/new,,244,,
2007,Ablenet,Big Mack,2, £84.00 , £168.00 ,Ayrshire and Arran NHS Board,http://www.whatdotheyknow.com/request/aac_provision_2/new,,245,,
2007,Dynavox,V Max,2," £7,044.13 "," £14,088.26 ",Ayrshire and Arran NHS Board,http://www.whatdotheyknow.com/request/aac_provision_2/new,,246,,
2007,Attainment Company Inc,Go Talk 20+,1, £114.00 , £114.00 ,Ayrshire and Arran NHS Board,http://www.whatdotheyknow.com/request/aac_provision_2/new,,247,,
2007,Toby Churchill,SL35 Lightwriter,2," £2,930.00 "," £5,860.00 ",Ayrshire and Arran NHS Board,http://www.whatdotheyknow.com/request/aac_provision_2/new,,248,,
2008,Liberator,Springboard Lite ,3," £1,794.00 "," £5,382.00 ",Ayrshire and Arran NHS Board,http://www.whatdotheyknow.com/request/aac_provision_2/new,,249,,
2008,Servox,Digital Electronic Larynx,1, £520.00 , £520.00 ,Ayrshire and Arran NHS Board,http://www.whatdotheyknow.com/request/aac_provision_2/new,,250,,
2008,Attainment Company Inc,Go Talk Pocket,1, £135.00 , £135.00 ,Ayrshire and Arran NHS Board,http://www.whatdotheyknow.com/request/aac_provision_2/new,,251,,
2008,Attainment Company Inc,Go Talk 9+,1, £104.00 , £104.00 ,Ayrshire and Arran NHS Board,http://www.whatdotheyknow.com/request/aac_provision_2/new,,252,,
2008,Attainment Company Inc,Go Talk 20+,1, £114.00 , £114.00 ,Ayrshire and Arran NHS Board,http://www.whatdotheyknow.com/request/aac_provision_2/new,,253,,
2008,Inclusive,SuperTalker,1, £220.00 , £220.00 ,Ayrshire and Arran NHS Board,http://www.whatdotheyknow.com/request/aac_provision_2/new,,254,,
2008,AMDi,Tech/Speak 32 - 32 x 2 Levels,1, £399.00 , £399.00 ,Ayrshire and Arran NHS Board,http://www.whatdotheyknow.com/request/aac_provision_2/new,,255,,
2008,Ablenet,Big Mack,2, £84.00 , £168.00 ,Ayrshire and Arran NHS Board,http://www.whatdotheyknow.com/request/aac_provision_2/new,,256,,
2008,Liberator,Vantage Lite,1," £5,994.00 "," £5,994.00 ",Ayrshire and Arran NHS Board,http://www.whatdotheyknow.com/request/aac_provision_2/new,,257,,
2008,Toby Churchill,SL40 Lightwriter,1," £3,300.00 "," £3,300.00 ",Ayrshire and Arran NHS Board,http://www.whatdotheyknow.com/request/aac_provision_2/new,,258,,
2009,Servox,Digital Electronic Larynx,2, £520.00 ," £1,040.00 ",Ayrshire and Arran NHS Board,http://www.whatdotheyknow.com/request/aac_provision_2/new,,259,,
2009,#N/A,Monacor Voice Amplifier,2,#N/A,#N/A,Ayrshire and Arran NHS Board,http://www.whatdotheyknow.com/request/aac_provision_2/new,,260,,
2009,Toby Churchill,SL40 Lightwriter,3," £3,300.00 "," £9,900.00 ",Ayrshire and Arran NHS Board,http://www.whatdotheyknow.com/request/aac_provision_2/new,,261,,
2009,MegaBee,MegaBee,1, £786.00 , £786.00 ,Ayrshire and Arran NHS Board,http://www.whatdotheyknow.com/request/aac_provision_2/new,,262,,
2009,Attainment Company Inc,Go Talk 9+,2, £104.00 , £208.00 ,Ayrshire and Arran NHS Board,http://www.whatdotheyknow.com/request/aac_provision_2/new,,263,,
2009,Liberator,Springboard Lite ,3," £1,794.00 "," £5,382.00 ",Ayrshire and Arran NHS Board,http://www.whatdotheyknow.com/request/aac_provision_2/new,,264,,
2009,#N/A,Express One,2,#N/A,#N/A,Ayrshire and Arran NHS Board,http://www.whatdotheyknow.com/request/aac_provision_2/new,,265,,
2009,Inclusive,SuperTalker,1, £220.00 , £220.00 ,Ayrshire and Arran NHS Board,http://www.whatdotheyknow.com/request/aac_provision_2/new,,266,,
2009,Ablenet,iTalk2 Communication Aid,2, £95.00 , £190.00 ,Ayrshire and Arran NHS Board,http://www.whatdotheyknow.com/request/aac_provision_2/new,,267,,
2009,Attainment Company Inc,Go Talk 20+,1, £114.00 , £114.00 ,Ayrshire and Arran NHS Board,http://www.whatdotheyknow.com/request/aac_provision_2/new,,268,,
2010,Servox,Digital Electronic Larynx,2, £520.00 ," £1,040.00 ",Ayrshire and Arran NHS Board,http://www.whatdotheyknow.com/request/aac_provision_2/new,,269,,
2010,Toby Churchill,SL40 Lightwriter,3," £3,300.00 "," £9,900.00 ",Ayrshire and Arran NHS Board,http://www.whatdotheyknow.com/request/aac_provision_2/new,,270,,
2010,Attainment Company Inc,Go Talk 9+,1, £104.00 , £104.00 ,Ayrshire and Arran NHS Board,http://www.whatdotheyknow.com/request/aac_provision_2/new,,271,,
2010,Attainment Company Inc,Go Talk 4+,2, £94.00 , £188.00 ,Ayrshire and Arran NHS Board,http://www.whatdotheyknow.com/request/aac_provision_2/new,,272,,
2010,Tobii,C12 + CEYE,1," £10,275.00 "," £10,275.00 ",Ayrshire and Arran NHS Board,http://www.whatdotheyknow.com/request/aac_provision_2/new,,273,,
2010,Adaptivation,VoicePal 8k,1, £142.82 , £142.82 ,Ayrshire and Arran NHS Board,http://www.whatdotheyknow.com/request/aac_provision_2/new,,274,,
2010,Attainment Company Inc,Go Talk Pocket,3, £135.00 , £405.00 ,Ayrshire and Arran NHS Board,http://www.whatdotheyknow.com/request/aac_provision_2/new,,275,,
2010,Inclusive,SuperTalker,2, £220.00 , £440.00 ,Ayrshire and Arran NHS Board,http://www.whatdotheyknow.com/request/aac_provision_2/new,,276,,
2010,Ablenet,BIG step-by-step,1, £135.00 , £135.00 ,Ayrshire and Arran NHS Board,http://www.whatdotheyknow.com/request/aac_provision_2/new,,277,,
2010,Toby Churchill,Lightwriter ,1," £3,045.00 "," £3,045.00 ",Lanarkshire NHS Board,http://www.whatdotheyknow.com/request/aac_provision_11/new,,278,,
2009,Toby Churchill,Lightwriter ,2," £3,045.00 "," £6,090.00 ",Lanarkshire NHS Board,http://www.whatdotheyknow.com/request/aac_provision_11/new,,279,,
2009,Liberator,Vantage Lite,1," £5,994.00 "," £5,994.00 ",Lanarkshire NHS Board,http://www.whatdotheyknow.com/request/aac_provision_11/new,Assumed vantage lite as vantage not sold? Maybe in that year? ,280,,
2008,Toby Churchill,Lightwriter ,7," £3,045.00 "," £21,315.00 ",Lanarkshire NHS Board,http://www.whatdotheyknow.com/request/aac_provision_11/new,,281,,
2007,Toby Churchill,Lightwriter ,8," £3,045.00 "," £24,360.00 ",Lanarkshire NHS Board,http://www.whatdotheyknow.com/request/aac_provision_11/new,,282,,
2007,Dynavox,"""A Dynavox""",1," £4,126.24 "," £4,126.24 ",Lanarkshire NHS Board,http://www.whatdotheyknow.com/request/aac_provision_11/new,,283,,
2007,Attainment Company Inc,Go Talk(unknown type),5, £130.00 , £650.00 ,Lanarkshire NHS Board,http://www.whatdotheyknow.com/request/aac_provision_11/new,,284,,
2006,#N/A,Interact,1,#N/A,#N/A,Lanarkshire NHS Board,http://www.whatdotheyknow.com/request/aac_provision_11/new,,285,,
2005,#N/A,CHIAYO Radio with headset amplifier,1,#N/A,#N/A,Greater Glasgow NHS Board,http://www.whatdotheyknow.com/request/aac_provision_8/new,,286,,
2005,Dynavox,Dynamo,3," £1,690.00 "," £5,070.00 ",Greater Glasgow NHS Board,http://www.whatdotheyknow.com/request/aac_provision_8/new,,287,,
2005,Toby Churchill,Lightwriter ,1," £3,045.00 "," £3,045.00 ",Greater Glasgow NHS Board,http://www.whatdotheyknow.com/request/aac_provision_8/new,,288,,
2005,Servox,Digital Electronic Larynx,7, £520.00 ," £3,640.00 ",Greater Glasgow NHS Board,http://www.whatdotheyknow.com/request/aac_provision_8/new,,289,,
2005,kapitex,Xena Flexital,1, £-   , £-   ,Greater Glasgow NHS Board,http://www.whatdotheyknow.com/request/aac_provision_8/new,,290,,
2006,Attainment Company Inc,Go Talk 9+,1, £104.00 , £104.00 ,Greater Glasgow NHS Board,http://www.whatdotheyknow.com/request/aac_provision_8/new,,291,,
2006,Toby Churchill,Lightwriter ,2," £3,045.00 "," £6,090.00 ",Greater Glasgow NHS Board,http://www.whatdotheyknow.com/request/aac_provision_8/new,,292,,
2006,Winslow Lions,Lions Amplifier,4, £90.00 , £360.00 ,Greater Glasgow NHS Board,http://www.whatdotheyknow.com/request/aac_provision_8/new,,293,,
2007,#N/A,Amplifier WAPP 3,2,#N/A,#N/A,Greater Glasgow NHS Board,http://www.whatdotheyknow.com/request/aac_provision_8/new,,294,,
2007,Freiburg,Hand-held microphone,1, £244.00 , £244.00 ,Greater Glasgow NHS Board,http://www.whatdotheyknow.com/request/aac_provision_8/new,,295,,
2007,Attainment Company Inc,Go Talk(unknown type),1, £130.00 , £130.00 ,Greater Glasgow NHS Board,http://www.whatdotheyknow.com/request/aac_provision_8/new,,296,,
2007,Sensory Software International,The Grid 2 - Single user licence,1, £360.00 , £360.00 ,Greater Glasgow NHS Board,http://www.whatdotheyknow.com/request/aac_provision_8/new,,297,,
2007,#N/A,Kapitex Amplifier hand held & headset microphone,1,#N/A,#N/A,Greater Glasgow NHS Board,http://www.whatdotheyknow.com/request/aac_provision_8/new,,298,,
2007,Winslow Lions,Lions Amplifier,2, £90.00 , £180.00 ,Greater Glasgow NHS Board,http://www.whatdotheyknow.com/request/aac_provision_8/new,,299,,
2007,Tobii,MyTobii P10,1," £12,480.00 "," £12,480.00 ",Greater Glasgow NHS Board,http://www.whatdotheyknow.com/request/aac_provision_8/new,,300,,
2008,Ablenet,Big Mack,1, £84.00 , £84.00 ,Greater Glasgow NHS Board,http://www.whatdotheyknow.com/request/aac_provision_8/new,,301,,
2008,Dynavox,V Max,1," £7,044.13 "," £7,044.13 ",Greater Glasgow NHS Board,http://www.whatdotheyknow.com/request/aac_provision_8/new,,302,,
2008,Toby Churchill,Lightwriter ,1," £3,045.00 "," £3,045.00 ",Greater Glasgow NHS Board,http://www.whatdotheyknow.com/request/aac_provision_8/new,,303,,
2009,Apple,iPod,1, £249.00 , £249.00 ,Greater Glasgow NHS Board,http://www.whatdotheyknow.com/request/aac_provision_8/new,,304,,
2009,AssistiveWare,Proloquo2go,1, £129.99 , £129.99 ,Greater Glasgow NHS Board,http://www.whatdotheyknow.com/request/aac_provision_8/new,,304.1,,
2009,Liberator,Liberator 14,1, £-   , £-   ,Greater Glasgow NHS Board,http://www.whatdotheyknow.com/request/aac_provision_8/new,,305,,
2009,Toby Churchill,SL40 Lightwriter,2," £3,300.00 "," £6,600.00 ",Greater Glasgow NHS Board,http://www.whatdotheyknow.com/request/aac_provision_8/new,,306,,
2009,Winslow Lions,Lions Amplifier,2, £90.00 , £180.00 ,Greater Glasgow NHS Board,http://www.whatdotheyknow.com/request/aac_provision_8/new,,307,,
2009,Liberator,Springboard Lite ,2," £1,794.00 "," £3,588.00 ",Greater Glasgow NHS Board,http://www.whatdotheyknow.com/request/aac_provision_8/new,,308,,
2009,Tobii,C12 + CEYE,1," £10,275.00 "," £10,275.00 ",Greater Glasgow NHS Board,http://www.whatdotheyknow.com/request/aac_provision_8/new,,309,,
2010,PRC,EC02 with WordPower,1," £5,258.95 "," £5,258.95 ",Greater Glasgow NHS Board,http://www.whatdotheyknow.com/request/aac_provision_8/new,Making a guess that this is 'echovoice',310,,
2010,Apple,iPod,1, £249.00 , £249.00 ,Greater Glasgow NHS Board,http://www.whatdotheyknow.com/request/aac_provision_8/new,,311,,
2010,#N/A,P2G app for ipod,1,#N/A,#N/A,Greater Glasgow NHS Board,http://www.whatdotheyknow.com/request/aac_provision_8/new,,311.1,,
2010,PRC,EC02,1," £5,035.71 "," £5,035.71 ",Greater Glasgow NHS Board,http://www.whatdotheyknow.com/request/aac_provision_8/new,,312,,
2010,Toby Churchill,Lightwriter ,1," £3,045.00 "," £3,045.00 ",Greater Glasgow NHS Board,http://www.whatdotheyknow.com/request/aac_provision_8/new,,313,,
2010,Winslow Lions,Lions Amplifier,4, £90.00 , £360.00 ,Greater Glasgow NHS Board,http://www.whatdotheyknow.com/request/aac_provision_8/new,,314,,
2010,Tobii,C12,1," £5,380.00 "," £5,380.00 ",Greater Glasgow NHS Board,http://www.whatdotheyknow.com/request/aac_provision_8/new,,314.1,,
2010,Tobii,C12 + CEYE,1," £10,275.00 "," £10,275.00 ",Greater Glasgow NHS Board,http://www.whatdotheyknow.com/request/aac_provision_8/new,,315,,
2010,Liberator,Vantage Lite,1," £5,994.00 "," £5,994.00 ",Greater Glasgow NHS Board,http://www.whatdotheyknow.com/request/aac_provision_8/new,Was 'Vantage Lite with head tracker' but we seperated out the 'trackerPro' into a separate line…,316,,
2010,Liberator,TrackerPro,1, £853.20 , £853.20 ,Greater Glasgow NHS Board,http://www.whatdotheyknow.com/request/aac_provision_8/new,From 316,316.1,,
2011,PRC,EC02,1," £5,035.71 "," £5,035.71 ",Greater Glasgow NHS Board,http://www.whatdotheyknow.com/request/aac_provision_8/new,,317,,
2011,PRC,EC02 with WordPower,2," £5,258.95 "," £10,517.90 ",Greater Glasgow NHS Board,http://www.whatdotheyknow.com/request/aac_provision_8/new,,318,,
2011,Freiburg,Hand-held microphone,1, £244.00 , £244.00 ,Greater Glasgow NHS Board,http://www.whatdotheyknow.com/request/aac_provision_8/new,,319,,
2011,Sensory Software International,The Grid 2 - Single user licence,1, £360.00 , £360.00 ,Greater Glasgow NHS Board,http://www.whatdotheyknow.com/request/aac_provision_8/new,,320,,
2011,Apple,iPad,1, £329.00 , £329.00 ,Greater Glasgow NHS Board,http://www.whatdotheyknow.com/request/aac_provision_8/new,,321,,
2011,Apple,iPad,1, £329.00 , £329.00 ,Greater Glasgow NHS Board,http://www.whatdotheyknow.com/request/aac_provision_8/new,,322,,
2011,Apple,iPad,2, £329.00 , £658.00 ,Greater Glasgow NHS Board,http://www.whatdotheyknow.com/request/aac_provision_8/new,,323,,
2011,#N/A,Speak it! App for iPad,2,#N/A,#N/A,Greater Glasgow NHS Board,http://www.whatdotheyknow.com/request/aac_provision_8/new,,323.1,,
2011,Apple,iPad,1, £329.00 , £329.00 ,Greater Glasgow NHS Board,http://www.whatdotheyknow.com/request/aac_provision_8/new,,324,,
2011,Predictable app for iPad,Predictable app for iPad,1, £109.99 , £109.99 ,Greater Glasgow NHS Board,http://www.whatdotheyknow.com/request/aac_provision_8/new,,324.1,,
2011,Apple,iPad,5, £329.00 ," £1,645.00 ",Greater Glasgow NHS Board,http://www.whatdotheyknow.com/request/aac_provision_8/new,,325,,
